,Datetime,Text
0,2021-02-28 23:59:59+00:00,@tokenstate Solutions are coming. ETH is isn’t going anywhere $ZKS
1,2021-02-28 23:59:40+00:00,@jimmyfallon Seinfeld because my husband has watched it every day and every night for the last 20-plus years.
2,2021-02-28 23:59:30+00:00,"@pipocriptos Si, si, la duda es si remontamos o nos queda un 41k Btc y 1200 eth. Yo estoy loca ya de escuchar you Tubers 🙄mañana veremos que tal Wall Street..."
3,2021-02-28 23:59:28+00:00,@Crypto_Fire1 @illuviumio This time is so high risk all price on market is change with fast every minutes. And we all know $ETH price is so expensive and it will be make all DeFi will be difficult to be sold if gas price not cheap. What your plan to keep survive on time like this ?
4,2021-02-28 23:59:24+00:00,Cryptocurrencies $ETH $LTC $DASH $XMR $ZCASH https://t.co/Vn54eOgqG9 https://t.co/69G0rG2wPi
5,2021-02-28 23:59:19+00:00,"$ADA is UP 300% in last 2 months...

$ETH is a better buy here..  in the short term for sure..

One is UP against historical PRICE CEILING..($ADA)

One is NOT UP against anything.    $ETH(having made a $2200 high just weeks ago)

I own a lot of $ETH, and a little of $ADA(for now) https://t.co/hc1XXuphod"
6,2021-02-28 23:59:17+00:00,@linkchainlink eth just didnt find the good form of adaptation. maybe will have other new use case that didnt born. tacos and hamburgers can be the least polluting if they are made to go they could have a carbon footprint discount. and increase healthy content.
7,2021-02-28 23:59:09+00:00,"BTC,ETH主要通貨が下げてるなか頑張ってるなー $NANJ
4年前のあの興奮を彷彿させる🚀🚀🚀
$Akita  $SHIBA https://t.co/bhnr7PhByD"
8,2021-02-28 23:59:08+00:00,@Martin45623977 @elonmusk same eth to the moon 🚀 🎑
9,2021-02-28 23:59:07+00:00,@RandomTask555 YOP/ETH looks even better
10,2021-02-28 23:59:00+00:00,#cryptoart #art #digitalart #crypto #bitcoin #nft #blockchain #ethereum #cryptocurrency #cryptoartist #cryptonews #blockchainart #raredigitalart #d #symmetry #cryptotraders #cryptoanarchy #bitcoinart #contemporaryart #nftart #cryptotrading #abstractart #eth #btc #rarible #psyched https://t.co/EwGiVH21MB
11,2021-02-28 23:58:59+00:00,The crisis in Ethiopia was started when the ETH gov’t declared war in Oromia &amp; put politicians behind bars. #AbiyMustGo #OromoProtests #StarvingForJustice @SecBlinken @SenatorMenendez @USEmbassyAddis @dominicraab @jamesduddridge @FCDOGovUK
12,2021-02-28 23:58:59+00:00,"We are pleased to announce that a new option to purchase UDG #Steam keys using #cryptocurrency has been added to game website.  #IndieGame #IndieWatch #Blockchain #Coinbase #Ethereum #bitcoin #BTC #ETH #LTC #IndieGaming #eSports #DiscGolf #Frolf

https://t.co/B99XunfrTZ https://t.co/lkbUO5qhV8"
13,2021-02-28 23:58:52+00:00,I have some eth if someone need to mint something.
14,2021-02-28 23:58:49+00:00,@tokenstate 2022: “eth’s logo could be better...” https://t.co/FnWEAP4wGq
15,2021-02-28 23:58:47+00:00,@diplo is secretly @jimmyfallon
16,2021-02-28 23:58:46+00:00,Here’s how the Purpose Bitcoin ETF differs from Grayscale’s GBTC Trust $BTC $ETH #Bitcoin #Ethereum #Cryptocurrency
17,2021-02-28 23:58:41+00:00,@Defacedstudio My first NFT and the first in a series of Non Fungible Vases has starting bid price .2 ETH https://t.co/6R0w6HyhAl
18,2021-02-28 23:58:40+00:00,"@Fiskantes Revert to ETH, congestion is meaningless."
19,2021-02-28 23:58:36+00:00,@cryptotifosi Abi bu taraftar tokenleri cabuk sönecek gibi duruyor.  Bu arada avax   eth nin  gaz sorunu için  alt yapıyı  üstlenecek  bu konuda fikrin nedir
20,2021-02-28 23:58:35+00:00,"The word ""glorious"" is over-used in #crypto.

But it fits here.

This year will be glorious for $TEL.

#Telcoin #Cryptocurrency #Telfam $BTC $ETH #Bitcoin #Binance #Kucoin #crypto $Xrp $trx $Bnb $ADA $XLM $LTC $Dot #DOGE #plaid #Coinbase #gemini #CoinbasePro #CMC $AAVE $LINK https://t.co/CLrLpLuccg"
21,2021-02-28 23:58:32+00:00,Here’s how the Purpose Bitcoin ETF differs from Grayscale’s GBTC Trust https://t.co/NmeOtTwTjD By @CoinTelegraph #BTC #ETH #XRP
22,2021-02-28 23:58:32+00:00,"Ready for a bullish sale?
#BTC #ETH @elonmusk #moon #mars #whatever https://t.co/vYpXI8CLPw"
23,2021-02-28 23:58:23+00:00,"$ETH will lead the way, and before you know it, everyone will know what an #NFT is and where to get them.

An art revolution is happening before our eyes, fully public and transparently.

And we are just getting started."
24,2021-02-28 23:58:21+00:00,"@CustCarptry ETH long on cross @ 1308.5 ; closed at 1355, reopened 1340, took a nap. Some in 14's when I woke up; immediately closed it."
25,2021-02-28 23:58:16+00:00,"@JBTheCryptoKing Watch out for $BLANK.

#Blank is the most private, non-custodial ETH browser wallet.

@BlankWallet uses smart contracts that allow users to hide the amounts &amp; origins of cryptocurrency held, in a decentralized &amp; frictionless manner.

Private Sale Round 68x oversubscribed. https://t.co/msSDm7uJmP"
26,2021-02-28 23:58:13+00:00,"@biancoresearch @BenBerdankweed Defi won't crash.

ETH Defi will crash. 

There are better options now, like Cardano"
27,2021-02-28 23:58:06+00:00,"@Reddevilsunite5 1) common cards to score better would help 
2) yes maybe up the Eth or spread it across more D4 divisions 
3) not sure about rookie league 
4) defo counter offers or easier way to have comms 
5) I hate commission but people with bigger brains think it may be needed so ok."
28,2021-02-28 23:58:05+00:00,"This piece is one of the first Ethereum digital paintings. Created back in 2017. Currently there are 32 owners and 128/200 are left. Going for 0.6 ETH/edition.

https://t.co/tDDrhWpVQV

#nft #nfts #nftart #cryptoart #ethereumart #ethereumpainting #nftcollector #nftcollectors https://t.co/drhDNdi38P"
29,2021-02-28 23:58:04+00:00,@ThisIsAito just started the 24 hour countdown with a bid of 0.6 ETH!!! My dreams are really coming true this week. I’m so thankful for everyone who has helped me to get to where I am❤️ https://t.co/Sb7im7l3Ye
30,2021-02-28 23:58:01+00:00,Where Value is Going in #BlockChain Networks 🤔 Good explanation of the #Bitcoin craze along with some of the new comers to the space... it’s worth a read 🤨 Mentioned ➡️ $BTC $ETH $LTC $ATOM $UNI $GRT $DOT $XRP $ADA and my personal FAV $ALGO 🔥 #NFT 👀 https://t.co/LDU0iTLKG8
31,2021-02-28 23:57:59+00:00,"@BTCTN Welp. Time to ditch #ETH too, I guess.

At least with #BCH you can be absolutely certain it won't cross the lips of ""businessmen""/politicians. Works like a charm but shorted to hell and hated by all (especially by financial institutions). Looks like the real deal to me..."
32,2021-02-28 23:57:58+00:00,@NonYachty That’s why I don’t see why people are so focused on BTC at 50k... even 35k is huge profits. And that doesn’t account for ETH
33,2021-02-28 23:57:57+00:00,"My bags:

👇

#Bitcoin #ETH #Litecoin #DGB

What am I missing?"
34,2021-02-28 23:57:57+00:00,@jeffthedunker I bet myspace and netscape thought the same way too. There is no network effect yet. Nobody even hardly knows what ETH is in the real world.
35,2021-02-28 23:57:55+00:00,No one of these friends own any #cryptocurrencies #Bitcoin ... We are still early anon!! $btc $eth $ocean $rsr $link $band $dia $trb $dot $ksm https://t.co/m4FkwMgVxm
36,2021-02-28 23:57:51+00:00,@binance Eth
37,2021-02-28 23:57:46+00:00,"Attended an inspiring NFT clubhouse @DrakeBell insane, great room! 🌽🍑🍉🍓🍩 #nft #nfts #cryptoart #cryptoartist #btc #eth #bitcoin"
38,2021-02-28 23:57:42+00:00,"@MrStevenSteele @Bitboy_Crypto Maybe next year, ADA is gonna take some of that cap, cause the return in ADA will be bigger. 

200% return in ETH or 2,000% in ADA. Hmmm 🤔"
39,2021-02-28 23:57:28+00:00,"Wanna know why #EOSIO and #EOS are better than..., well everything else..

Tell me, can you do this on #ETH?

The future is rolling out now on eos and here's just a taste of what's coming.

https://t.co/tgbLnbmnwY"
40,2021-02-28 23:57:23+00:00,"#Ethereum #ETH current price (GBP): £1,013.41
Like my updates? you can tip me at 0x572A7D3810338CD794187e9e950aA78203Acf26d"
41,2021-02-28 23:57:23+00:00,"Even with 312500 validators (10M $ETH staked), the reward rate is still 4.9%/yr paid in $ETH not USD. 

It is still higher than $AAPL dividend yield, bonds, etc. with 312k validators we reached hyperdecentralization and when docking is completed, 🚀🚀🚀 https://t.co/B5XsdV6yzE"
42,2021-02-28 23:57:22+00:00,@cullenroche You should make it pixelated to increase the value from 50ETH to 100 ETH.
43,2021-02-28 23:57:22+00:00,"I know I know, I only talk about @syscoin, but I have yet to come across something so technologically advanced. A long, but well worth reading about #DeFi, #NFT, #scaling and #EVMs. We aren't trying to be the #ETH killer, but with our #interoperability, simply compliment. https://t.co/hlCLJbRQj5"
44,2021-02-28 23:57:15+00:00,@Bitboy_Crypto Green dot on the 6hr ETH/USDT chart now. https://t.co/8eZ9eNy2wY
45,2021-02-28 23:57:03+00:00,"Are we all just buying $ETH now it has dipped, so we can have cheaper gas fees at hand for #uniswap later? 🤔"
46,2021-02-28 23:56:59+00:00,We have 4 minutes to save $Eth candle
47,2021-02-28 23:56:47+00:00,"Before ETH becomes a failed state owing to the current crisis in Ethiopia, release Oromo political prisoners now. #AbiyMustGo #OromoProtests #StarvingForJustice @SecBlinken @SenatorMenendez @USEmbassyAddis @dominicraab @jamesduddridge @FCDOGovUK"
48,2021-02-28 23:56:40+00:00,ETH to 2k pls
49,2021-02-28 23:56:37+00:00,"pathetic ltf pa heading into pathetic w &amp; m closes.

$eth looks giga screwed."
50,2021-02-28 23:56:24+00:00,"@CryptoWizardd $BNB &amp; $ETH. Adding $BLANK soon.

$BLANK looks interesting as a privacy utility token.

@BlankWallet uses smart contracts that allow users hide the amounts &amp; origins of #crypto held, in a decentralized &amp; frictionless manner.

IDO via #Polkastarter coming up soon. https://t.co/ubchnYCxOW"
51,2021-02-28 23:56:23+00:00,The crisis in Ethiopia was started when the ETH gov’t declared war in Oromia &amp; put politicians behind bars. #AbiyMustGo #OromoProtests #StarvingForJustice @SecBlinken @SenatorMenendez @USEmbassyAddis @dominicraab @jamesduddridge @FCDOGovUK
52,2021-02-28 23:56:23+00:00,@Wades_ETH @DrewAustin 😘 (I’m happy to give back just not to guys making 100 million)
53,2021-02-28 23:56:22+00:00,Will someone give me 20 million to long $eth right now? I’ll pay it back in 2 months time
54,2021-02-28 23:56:20+00:00,"Buy position closed
 $ETH  ETHUSDT
BuyOpen Date=2021-02-28 23:45:00 GMT
Price=1416.01$
Close DateTime 2021-02-28 23:56:00 GMT
Price=1412.26$
PNL=-83.05$
$BTC $ETH $LTC $DOT $BNB $ADA $LINK $XRP $XLM"
55,2021-02-28 23:56:17+00:00,"Check this profile🥇
@Crypto_Scofield 

63% profit

$CTXC $IOST $BQX $NAV $TOMO $MBL $APPC $GVT $IRIS $QKC $IOTA
 $AKRO $CELR $BANE $FTM $ACM
$PIVX $UNFI $RLC $CTSI $HARD $RVN
$NEAR $PHB $DIA $QSP $YFI $BZRX
$DOGE $TRB $GTO $SUSHI $BEL $BRD
 $AVAX $BTC $ETH $XRP $TRX https://t.co/MXd0WJ30XD"
56,2021-02-28 23:56:17+00:00,"Update PNL !  $BTC 

Initial Investment=5000$
Start DateTime=2021-02-26 22:30:59 GMT
Total PNL=-571.26$
Balance=4428.74$
$BTC $ETH $LTC $DOT $BNB $ADA $LINK $XRP $XLM"
57,2021-02-28 23:56:16+00:00,"Buy position closed
 $BTC  BTCUSDT
Buy DateTime=2021-02-28 23:45:00 GMT
Buy Price=45101.94$
Close DateTime 2021-02-28 23:56:00 GMT
Close Price=44982.43$
PNL=-120.55$
$BTC $ETH $LTC $DOT $BNB $ADA $LINK $XRP $XLM"
58,2021-02-28 23:56:07+00:00,"Dera bulas, the bottoms not in. If you think it is, well : #Bitcoin #ETH https://t.co/eBbs4tKEgo"
59,2021-02-28 23:56:03+00:00,"@Whodoesnotlike1 @verge lol, easy 4 eth"
60,2021-02-28 23:55:48+00:00,$eth ~$670 - nothing new
61,2021-02-28 23:55:45+00:00,"Did you know?🤔

@KnitFinance is a revolutionary #DeFi protocol poosed at bridging multiple non-Ethereum chains with help of  ERC20.

#DeFi #KnitDeFi $KFT #DidYouKnow 
@cctip_io airdrop 0.00002 ETH 100 https://t.co/ZyqEDiClOI"
62,2021-02-28 23:55:38+00:00,Evet gece mumu kapatacak ve #eth yükselişle devam ederse bu hafta güzel geçer
63,2021-02-28 23:55:33+00:00,#cryptoart #art #digitalart #crypto #bitcoin #nft #blockchain #ethereum #cryptocurrency #cryptoartist #cryptonews #blockchainart #raredigitalart #d #symmetry #cryptotraders #cryptoanarchy #bitcoinart #contemporaryart #nftart #cryptotrading #abstractart #eth #btc https://t.co/3AIKf86rEJ
64,2021-02-28 23:55:28+00:00,"Scariest stuff... Daily, weekly, monthy candles all closing now. Brace yourselves. And buy the rebound. 
$btc $eth #crypto"
65,2021-02-28 23:55:23+00:00,"""I have seen a lot of community members active in our BSCNews telegram channel asking whether projects are safe, rug proof, good investments, etc. I wanted to truthfully address this today"" -@kcryptoinvest 

#BinanceSmartChain #BSC #BTC #ETH #Ethereum #BNB
https://t.co/t1idZ9tq7T"
66,2021-02-28 23:55:20+00:00,"Soon $HTR $CATHOR

$ADA $DOT $ETH https://t.co/f7F7orxeGH"
67,2021-02-28 23:55:16+00:00,"Buy position closed
 $BNB  BNBUSDT
BuyOpen Date=2021-02-28 23:45:00 GMT
Price=210.53$
Close DateTime 2021-02-28 23:55:00 GMT
Price=208.35$
PNL=-511.67$
$BTC $ETH $LTC $DOT $BNB $ADA $LINK $XRP $XLM"
68,2021-02-28 23:55:15+00:00,"https://t.co/E2Ob7zrjZ9 This is my NFT click the link to see the full NFT and if you like it consider purchasing it! #Moon #space #astronomy @rariblecom
 #NFT #NFTCommunity #NFTartist #NFTartists #nftcollectors #ETH #Cryptoart #CryptoInvestment The current price is 1ETH https://t.co/BfNfVIPucz"
69,2021-02-28 23:55:08+00:00,"@poo_ske01 @CO_INCIDENTS ETH already by miners control. in 2/25th of EIP-1599 protocol proposal , miners basic income reduction, gas fees will reduction, but 62.88% miners opposed EIP-1599, most miners they are in China. https://t.co/4406vccvpb"
70,2021-02-28 23:54:57+00:00,#eth second chance to enter long
71,2021-02-28 23:54:49+00:00,@jimmyfallon 30 Rock for sure.
72,2021-02-28 23:54:46+00:00,"@jimmyfallon i would love to be in full house, it's just nice, wholesome, and fun to live there. Either that or fresh prince of bel air wouldn't be so bad"
73,2021-02-28 23:54:30+00:00,@best_ranked What do you think about #ETH ?
74,2021-02-28 23:54:26+00:00,"@MoonOverlord If and only if Cardano signs a whole nation like they say they will, shift eth projects over and ships one product after product soon, do you promise you'll admit publicly you're a shameless fudder or an idiot who spent 250 hours and understood nothing?"
75,2021-02-28 23:54:18+00:00,@RichardMcCrackn The moment smart contracts can happen eth will feel this one.
76,2021-02-28 23:54:17+00:00,"$ETH / USD

So far just a break out a retest of it's previous ATH close on the weekly. As long as this level holds I'm bullish. https://t.co/Ixmf174M7i"
77,2021-02-28 23:54:13+00:00,I plan to add some more $NIO and cryptos such as $ETH &amp; $BTC while they are on sale 🤑
78,2021-02-28 23:54:02+00:00,"After a prolonged hiatus, I'm back into this crazy crypto world.  Time for a refresh on all things:

🚀 #blockchain 
🚀 #Bitcoin
🚀 #cryptocurrencies
🚀 #DeFi
🚀 #ETH #LTC #LINK #DOGE #AAVE #ADA #ATOM and more!"
79,2021-02-28 23:54:02+00:00,"Investigue (no mucho, aprox 5hs) compré $ETH y me estoy mojando las patas en todo el tema de los #NFT. 

Definitivamente va a cambiar la dinámica del mercado del arte."
80,2021-02-28 23:53:58+00:00,"@metalhodl21 @BTCTN Yep.  Admittedly, I'm a millennial that started with a 50/50 BTC/ETH allocation when I first got convicted into crypto.  However, I soon realized that there were many, many things wrong with ETH.  Centralization, broken platform going to 2.0, pre-mine, etc..."
81,2021-02-28 23:53:54+00:00,"@jimmyfallon 1. Happy Days
2. Cheers
3. Friends
4. Seinfeld"
82,2021-02-28 23:53:52+00:00,@cydr manda seus eth pra mim entao to esperando
83,2021-02-28 23:53:49+00:00,"I just joined this $25k Crypto giveaway by @JRNYcrypto and @sparkpointio

Get daily entries to increase your chances of winning! 25 random winners of $1k each!

#Bitcoin #Crypto $BTC $ETH $SRK https://t.co/Lf5NiHboxt"
84,2021-02-28 23:53:35+00:00,"@jimmyfallon The Office(US), Parks and Rec, New Girl and How I met your mother."
85,2021-02-28 23:53:29+00:00,@_ETH_0 وش الحركة؟ غششيني 🌚🏃🏻‍♀️
86,2021-02-28 23:53:28+00:00,"@reefcoins @cctip_io Thanks you for opportunity giveaway

My eth address:

0xdb392b33d0f219ad9ba6aae3aa291595ff6faf56"
87,2021-02-28 23:53:21+00:00,"@reefcoins @cctip_io I try this

This is my eth address
0x86895F7DD7B97bf2959066459b0cFDF067292719"
88,2021-02-28 23:53:20+00:00,"COMMON $SYNC - $ETH #CryptoBond no. 1057 created with $505.23. Upon maturation in 3 years this #NFT yields 144.0% additional $SYNC! 
 
Create your CryptoBond now at https://t.co/FUgk5PpW9n, and join our community at https://t.co/2F4KdNHimx! 
 
https://t.co/CyQdYxT6UF https://t.co/XIgrdjS7g3"
89,2021-02-28 23:53:12+00:00,ETHとBCH買い増した
90,2021-02-28 23:53:10+00:00,@CryptoMobsterYT #TrueStory $ETH $BTC $REEF $ADA #cryptocurrency https://t.co/kjACvbOFVG
91,2021-02-28 23:53:09+00:00,"$ETH I really think it will go back down to 1350 tonight and won’t come back up till Monday evening, see a moon later this week."
92,2021-02-28 23:53:06+00:00,The real one's always agree with realness 💯 #NFT makes the middleman irrelevant ! Just like #bitcoin does banks and $ETH does money ! Let's go ! 🐂🐂🐂🐂🐂🐂 https://t.co/FZLcpygZPO
93,2021-02-28 23:52:59+00:00,"@SturdyTruth @Cointelegraph @TheCryptoLark @loopringorg @deversifi I'm not whining about fees. I don't use ETH. I have ETH but never transact with it.
If people can't acknowledge &amp; understand the average Joe is not prepared to pay over $100 for a simple smart contract transaction then people like you have your head in the sand."
94,2021-02-28 23:52:56+00:00,@jimmyfallon welp... seeing as there is only one black person represented i guess ill go with that one
95,2021-02-28 23:52:49+00:00,"17 hours left... Is anyone gonna top @eleXIven’s bid of 0.4 ETH ($568.64)?

https://t.co/7LWJAc4ffX https://t.co/lbsICDyNRW"
96,2021-02-28 23:52:43+00:00,Waiting to see where eth closes vs 1420
97,2021-02-28 23:52:41+00:00,"@reefcoins @cctip_io Thanks !

My eth address:

0x5D42b785B5E42478ABdcc114E78b65Ea523618a3
@cctip_io
 draw 0.00001 ETH 1000 #eth #bsv #usdc #dot #Blockchain #defi #link #dex"
98,2021-02-28 23:52:33+00:00,"$BTC: $7,598.04 (633.17%)
$ETH: $9,844.52 (820.38%)
$XRP: $2,620.68 (218.39%)
$BNB: $16,025.37 (1,335.45%)
$LINK: $9,443.88 (786.99%)
$TRX: $4,469.20 (372.43%)
$DOGE: $30,132.87 (2,511.07%)

#bitcoin #ethereum #XRP #BNB #LINK #TRX #DOGE"
99,2021-02-28 23:52:29+00:00,"$ETH / $BTC

Weekly looks saved to me. Really want this pivot area to hold. Nice bounce this evening. MS still intact.

Sentiment almost feels like it did when ETH bottomed in December. https://t.co/zrIOrK3QGk"
100,2021-02-28 23:52:29+00:00,"It's nice to see $ETH fees returning to the usual murderous zone, down from demonically preposterous 💸

#iblameVitalik"
